name,entry,duration,park_id
Amina Chung,2020-08-07 11:17:38,19,104
Jin Xian,2021-10-20 02:58:37,23,146
Aisha Escobar,2020-01-18 14:20:49,44,162
Zain Qureshi,2022-08-15 07:27:02,56,137
Linh Khan,2022-09-15 22:03:13,19,116
Yasmin Vasquez,2022-10-10 15:05:55,50,145
Chen Ramirez,2021-09-06 22:51:13,36,137
David Jones,2023-03-08 03:58:59,25,109
Priya Singh,2023-06-26 03:51:23,45,148
Vinh Escobar,2021-03-14 22:07:41,57,140
Hiroshi Chung,2021-08-13 15:52:39,10,144
Clara Ahmed,2024-06-16 00:38:49,40,143
Chen Khan,2022-06-12 11:08:47,38,106
Omar Fujimoto,2023-04-11 11:35:04,44,128
Maria Fujimoto,2023-08-20 08:30:06,66,113
Amina Yu,2022-10-01 15:14:44,25,157
Vinh Bautista,2022-01-07 17:26:28,36,127
Zain Wong,2023-06-15 04:30:40,47,104
Usha Davis,2024-02-04 03:15:47,52,146
Binh Fujimoto,2021-10-09 10:30:25,68,139
Jin Patel,2024-02-20 01:17:36,30,148
Xia Xian,2024-05-06 06:49:42,45,103
Priya Patel,2021-07-28 11:59:50,60,117
Darius Jones,2021-05-06 20:48:51,7,103
Vinh Xian,2023-01-23 17:57:37,45,153
Priya Ramirez,2020-08-24 09:42:37,29,136
Clara Nguyen,2022-08-07 23:18:17,27,152
Chen Yu,2022-09-18 15:07:56,64,115
Tariq Zhang,2022-02-22 14:11:33,51,131
Priya Qureshi,2023-11-15 08:49:12,27,126
Jin Singh,2024-06-23 08:44:45,34,122
Ibrahim Singh,2024-06-17 06:04:00,21,128
Nina Wong,2023-01-23 07:00:33,59,110
Nina Ramirez,2022-10-24 02:40:27,1,156
Nina Singh,2021-08-17 21:09:05,64,125
Vinh Davis,2023-04-08 14:31:48,57,117
Tariq Jones,2021-07-30 22:05:22,16,154
Aisha Escobar,2022-09-26 15:05:03,22,109
Elena Escobar,2022-05-02 04:52:39,10,147
Chen Khan,2021-04-21 15:47:57,41,113
Elena Escobar,2023-07-16 17:31:48,8,124
Linh Qureshi,2022-03-24 20:21:07,67,153
Yasmin Patel,2023-04-18 03:17:11,35,135
Nina Takahashi,2021-02-08 15:32:15,40,116
Clara Garcia,2021-10-14 12:02:51,6,161
Usha Wong,2021-01-07 07:39:04,36,139
Binh Chung,2023-01-04 13:41:11,16,149
Binh Patel,2020-01-20 10:44:27,68,122
Omar Patel,2024-08-31 14:30:31,52,111
Raj Garcia,2023-02-07 15:43:02,41,104
Clara Ramirez,2022-08-31 15:39:34,35,116
Hiroshi Jones,2021-05-28 09:18:24,44,117
Jin Ramirez,2023-10-01 23:11:29,32,123
Vinh Garcia,2022-06-02 05:46:21,46,151
Elena Ahmed,2021-05-16 11:51:11,1,135
David Nguyen,2023-02-20 11:10:06,28,107
Linh Davis,2022-10-17 14:13:47,39,122
Aisha Fujimoto,2021-03-18 22:30:44,23,113
Esteban Takahashi,2024-06-06 00:35:40,1,119
Zain Mendez,2020-04-20 12:41:48,50,124
Aisha Wong,2020-02-08 14:45:48,31,148
Carlos Ishikawa,2022-11-12 17:51:43,7,150
Vinh Bautista,2024-04-05 19:32:40,5,143
Chen Ahmed,2022-04-05 09:52:06,59,136
Priya Bautista,2020-08-20 14:06:54,68,100
Clara Ahmed,2024-01-21 18:12:59,63,120
Nina Qureshi,2021-05-15 03:03:48,14,112
Elena Ishikawa,2024-03-09 12:35:04,7,117
Jin Ahmed,2021-12-17 15:01:49,23,127
Elena Chung,2021-01-13 17:26:58,10,115
Zain Escobar,2021-02-11 17:01:59,60,157
Priya Takahashi,2022-01-12 02:09:19,16,136
Linh Escobar,2020-11-27 12:10:09,17,113
Ibrahim Patel,2024-05-03 21:27:15,70,118
Esteban Mendez,2021-10-24 15:15:07,6,122
Esteban Patel,2020-08-02 14:31:13,30,122
Jin Zhang,2020-05-02 09:25:22,59,132
Hiroshi Mendez,2020-08-15 12:37:18,52,152
Usha Fujimoto,2023-08-13 12:03:24,39,108
Aisha Davis,2021-07-15 07:50:50,2,130
Jin Takahashi,2023-04-12 02:19:03,30,127
Ibrahim Takahashi,2022-07-11 18:02:21,13,145
Zain Nguyen,2023-06-01 06:47:07,19,155
Amina Mendez,2024-09-22 23:35:57,63,147
Nina Lam,2022-07-05 02:51:54,56,129
Tariq Lam,2023-03-29 20:09:14,8,160
Nina Ramirez,2022-09-11 20:29:50,5,113
Yasmin Wong,2022-07-21 18:28:37,21,136
Yasmin Jones,2020-06-13 18:55:45,2,140
Jin Ahmed,2024-06-09 03:45:03,36,147
Karim Fujimoto,2020-09-10 12:48:03,11,145
Fatima Qureshi,2023-05-28 05:17:00,59,125
Ibrahim Garcia,2023-01-16 06:03:02,58,104
Jin Davis,2024-09-19 21:21:13,2,130
Esteban Fujimoto,2022-05-30 04:01:35,2,141
Zain Nguyen,2024-04-11 13:11:01,27,144
Tariq Patel,2021-11-09 20:47:55,32,156
Nina Yu,2024-03-23 12:01:19,10,145
Zain Bautista,2024-08-21 01:56:51,31,106
Binh Davis,2020-08-24 18:23:13,17,155
Nina Takahashi,2022-01-06 11:29:12,59,132
Fatima Davis,2022-04-08 14:34:01,25,125
Fatima Jones,2022-01-23 15:33:09,36,153
Vinh Bautista,2023-10-19 02:31:25,28,118
Elena Nguyen,2023-09-19 12:44:36,69,125
Fatima Zhang,2024-03-05 02:06:13,58,160
Usha Ali,2023-03-13 03:53:06,15,124
Yasmin Chung,2023-04-23 03:56:15,57,149
David Davis,2021-10-23 01:05:59,69,154
Ibrahim Ali,2022-10-23 17:27:09,4,137
David Escobar,2020-05-03 06:00:08,2,120
Jin Jones,2021-09-07 06:53:41,42,112
Ibrahim Wong,2021-03-15 19:19:02,26,145
Maria Ramirez,2021-03-30 14:27:31,69,160
Nina Takahashi,2021-07-30 02:52:42,7,123
Ibrahim Fujimoto,2022-04-20 02:58:45,22,152
Vinh Ramirez,2022-02-08 14:53:32,1,139
Linh Jones,2022-08-12 23:44:09,55,100
Ibrahim Yu,2022-04-21 11:16:40,9,108
Yasmin Zhang,2024-03-12 09:02:24,50,126
Darius Nguyen,2023-04-25 13:00:59,38,126
Carlos Bautista,2020-09-04 21:14:13,17,117
Tariq Singh,2022-08-18 22:26:48,13,154
Jin Takahashi,2021-03-30 23:22:06,50,161
Yasmin Takahashi,2022-06-16 13:58:35,61,115
Linh Davis,2023-10-29 04:04:27,68,132
Binh Zhang,2022-10-16 02:34:15,57,134
Binh Mendez,2024-08-07 17:32:46,43,161
Aisha Fujimoto,2022-09-01 13:34:34,32,139
Nina Bautista,2020-08-21 02:00:42,55,110
Elena Singh,2024-07-13 20:33:35,8,151
Jin Zhang,2021-03-20 07:15:59,50,133
Priya Zhang,2020-07-29 11:45:11,59,106
Ibrahim Mendez,2023-02-19 13:52:18,58,152
Raj Garcia,2023-09-03 23:24:39,17,152
Karim Jones,2022-05-25 14:05:10,8,148
Tariq Takahashi,2023-03-04 18:09:29,48,124
Omar Zhang,2024-09-16 11:01:58,21,106
Usha Fujimoto,2023-02-15 00:51:17,16,142
Priya Zhang,2022-05-27 08:31:29,14,138
Jin Ahmed,2021-09-22 01:24:59,12,127
Linh Fujimoto,2021-08-19 11:50:48,53,162
Zain Xian,2020-09-28 12:35:24,72,111
Amina Fujimoto,2024-10-23 00:01:53,69,123
Karim Mendez,2022-02-24 16:14:24,54,103
Omar Ishikawa,2022-05-12 09:26:56,4,156
Carlos Ramirez,2024-10-07 15:56:08,26,118
Esteban Ishikawa,2021-11-18 21:17:16,33,156
Yasmin Garcia,2020-11-05 14:57:56,58,124
Sofia Xian,2024-06-20 09:09:27,67,117
Tariq Takahashi,2022-11-16 14:13:08,63,122
Sofia Wong,2021-06-07 22:13:03,16,160
Chen Nguyen,2020-11-17 15:55:09,35,125
David Davis,2020-09-02 14:04:11,58,132
Esteban Lam,2023-01-16 19:02:30,33,144
Hiroshi Hassan,2021-12-28 08:57:43,61,144
Linh Escobar,2024-08-04 19:10:06,57,128
Nina Lam,2024-03-07 02:01:50,54,136
Raj Vasquez,2020-05-02 05:14:37,65,103
Priya Escobar,2022-07-19 09:58:18,61,160
Zain Jones,2022-01-16 17:06:56,58,123
Hiroshi Garcia,2021-07-20 18:33:39,2,113
Linh Ramirez,2020-05-08 14:40:03,10,162
Elena Chung,2023-02-22 07:02:33,52,140
Omar Bautista,2022-02-02 13:59:35,26,127
Nina Fujimoto,2020-07-19 10:02:07,61,144
Hiroshi Hassan,2024-04-03 08:20:30,70,157
Esteban Yu,2020-10-14 10:39:08,11,152
Usha Ahmed,2024-02-06 15:23:35,28,111
Elena Bautista,2020-02-04 01:16:12,16,104
Nina Bautista,2022-08-04 00:53:30,15,128
Xia Ahmed,2020-07-04 16:24:41,60,122
Xia Mendez,2023-11-08 20:12:37,40,118
Vinh Ahmed,2024-03-10 12:19:31,71,101
David Escobar,2021-09-08 07:21:44,35,124
Darius Xian,2021-12-16 02:54:46,45,116
Vinh Garcia,2023-02-24 10:21:48,7,109
Binh Lam,2023-01-06 03:00:10,38,158
Nina Mendez,2021-12-08 20:00:51,41,102
Karim Vasquez,2023-05-03 18:48:15,45,143
Elena Takahashi,2021-11-30 15:57:26,36,120
Binh Xian,2023-03-05 11:59:42,5,158
Usha Yu,2024-10-18 21:51:58,51,153
Linh Bautista,2023-10-20 07:17:14,57,119
Aisha Jones,2022-11-16 17:48:04,56,101
Maria Ramirez,2024-04-16 06:59:08,52,129
Aisha Escobar,2021-10-29 23:50:05,4,153
Binh Fujimoto,2021-02-22 00:10:15,64,133
Jin Singh,2020-08-05 07:48:30,15,102
Priya Ahmed,2022-04-02 03:58:46,29,152
Raj Nguyen,2023-05-28 23:55:45,39,155
Linh Jones,2021-11-22 23:29:31,53,106
Usha Lam,2023-02-23 18:40:43,44,113
Fatima Khan,2020-01-07 05:00:17,40,123
Amina Ali,2021-04-19 02:51:39,45,146
Linh Takahashi,2020-02-25 16:34:54,12,106
Esteban Nguyen,2024-09-11 22:51:00,38,142
Carlos Garcia,2020-11-01 05:56:20,22,157
Elena Wong,2020-10-25 13:56:55,11,150
Elena Bautista,2023-11-16 18:14:25,20,145
Omar Qureshi,2020-08-28 13:05:22,38,144
Elena Takahashi,2022-04-15 14:41:40,22,101
Binh Chung,2021-10-03 14:15:33,57,128
David Ramirez,2023-03-23 05:30:36,45,103
Xia Wong,2020-02-10 09:07:03,8,123
David Singh,2022-02-16 15:06:51,38,136
Fatima Yu,2023-09-02 19:05:09,58,108
Chen Ramirez,2022-10-06 07:03:18,60,145
Sofia Qureshi,2021-06-11 03:28:22,64,152
Sofia Wong,2023-03-20 10:47:08,48,148
Sofia Zhang,2021-09-16 13:50:32,29,113
Karim Yu,2024-07-06 03:39:02,32,134
Omar Mendez,2021-05-22 00:05:48,61,107
Raj Ali,2024-10-12 21:16:27,33,136
Darius Garcia,2023-09-28 21:17:01,4,159
Amina Ahmed,2020-01-17 05:03:44,70,113
Carlos Khan,2021-12-19 19:51:24,9,110
Nina Nguyen,2020-11-07 18:21:28,29,154
Tariq Patel,2020-03-12 08:17:41,44,134
Aisha Fujimoto,2021-07-14 04:39:30,8,154
Amina Hassan,2024-10-24 08:53:38,24,137
Maria Vasquez,2021-08-01 17:21:35,51,157
Elena Lam,2020-01-22 03:37:41,63,158
Vinh Singh,2021-11-17 16:44:19,2,124
Xia Chung,2022-02-17 02:59:34,39,138
Omar Hassan,2024-06-01 03:54:31,26,142
Xia Xian,2022-06-07 14:37:12,5,142
Jin Chung,2020-01-11 21:04:03,68,101
Omar Singh,2023-09-09 20:20:54,53,159
Esteban Ishikawa,2023-02-10 10:13:24,47,107
Ibrahim Khan,2024-01-06 14:54:16,7,155
Linh Vasquez,2022-01-30 08:51:03,41,157
Maria Takahashi,2023-06-06 21:48:55,17,101
Sofia Wong,2023-07-02 18:31:34,42,104
Esteban Zhang,2020-01-23 16:26:50,65,157
Darius Ramirez,2023-08-13 14:11:00,29,126
Darius Nguyen,2023-04-16 19:55:40,68,105
Aisha Vasquez,2021-07-01 13:08:07,40,157
Vinh Qureshi,2022-12-26 02:33:40,67,152
Karim Lam,2024-05-29 10:07:53,36,154
Elena Ramirez,2023-01-14 23:19:35,4,105
Xia Escobar,2021-05-03 00:27:42,66,146
Hiroshi Ramirez,2024-10-14 03:22:08,22,106
Priya Ramirez,2020-01-07 01:31:09,2,148
Hiroshi Xian,2020-10-12 21:53:12,29,110
Karim Ali,2024-01-28 02:31:24,23,159
Nina Lam,2022-03-23 12:09:10,1,102
Amina Vasquez,2020-12-28 09:31:05,22,117
Priya Mendez,2021-02-11 04:30:43,24,145
Aisha Mendez,2022-10-14 04:49:35,28,154
Chen Xian,2023-09-14 00:57:43,1,136
Raj Escobar,2022-08-08 05:44:20,9,105
Omar Chung,2023-02-18 05:59:39,42,139
Ibrahim Davis,2024-01-28 04:05:18,43,124
Nina Hassan,2024-09-14 17:46:22,9,135
Binh Singh,2022-05-19 04:47:14,12,110
Linh Patel,2021-04-04 06:04:46,71,115
Priya Chung,2021-10-19 23:48:01,58,162
Linh Vasquez,2021-01-08 18:05:21,67,161
Elena Wong,2024-02-24 05:38:06,40,109
Fatima Hassan,2023-10-02 07:29:01,64,108
Omar Nguyen,2022-01-22 11:57:04,27,109
David Takahashi,2021-09-10 14:51:49,56,120
Yasmin Yu,2022-10-02 09:19:28,28,118
Raj Davis,2024-10-02 23:24:04,55,156
David Khan,2022-02-05 22:27:38,46,142
Chen Garcia,2020-06-19 14:16:45,13,101
David Fujimoto,2024-03-08 18:55:19,34,157
Zain Wong,2021-11-14 08:45:25,30,123
Xia Davis,2022-12-04 10:11:15,3,127
Linh Lam,2021-10-30 21:45:19,4,106
Carlos Wong,2020-12-20 08:20:56,35,145
Priya Garcia,2024-03-10 09:01:29,6,107
Zain Nguyen,2022-12-06 17:45:01,14,115
Fatima Davis,2022-02-13 08:38:50,44,162
Yasmin Lam,2022-05-01 00:10:59,41,124
Fatima Davis,2023-02-24 03:36:33,55,106
Aisha Qureshi,2024-02-10 10:52:13,2,158
Tariq Qureshi,2023-07-29 11:13:21,3,141
Tariq Garcia,2020-02-27 01:26:14,43,153
Ibrahim Escobar,2022-02-20 14:38:00,57,119
Sofia Fujimoto,2022-09-29 12:28:22,28,119
Chen Bautista,2024-03-21 09:29:07,67,125
Zain Bautista,2022-09-09 12:05:06,30,115
Binh Khan,2020-05-02 15:47:54,55,158
Zain Escobar,2021-03-29 03:19:07,48,133
Hiroshi Singh,2024-02-15 01:25:04,71,123
Raj Fujimoto,2022-08-13 20:59:58,36,125
Xia Jones,2023-09-25 23:11:04,26,124
Karim Yu,2022-02-17 10:01:34,42,104
Jin Ramirez,2022-02-19 16:18:00,40,116
Omar Xian,2024-09-15 15:10:15,45,120
Fatima Chung,2024-04-02 08:56:37,26,111
Tariq Xian,2023-05-23 05:22:07,33,122
Zain Ahmed,2023-02-14 10:25:29,14,128
Chen Lam,2022-07-18 01:29:57,40,130
David Ahmed,2023-12-25 08:35:19,13,110
Elena Singh,2022-07-17 15:23:08,54,160
Tariq Mendez,2022-12-03 07:12:00,6,109
Usha Patel,2020-04-20 00:02:59,45,150
Elena Nguyen,2024-05-28 06:05:41,2,140
Yasmin Xian,2021-12-22 14:36:25,38,103
Carlos Fujimoto,2023-09-17 15:03:36,1,123
Priya Chung,2022-09-25 18:00:14,37,129
David Chung,2020-12-24 00:29:05,42,136
Xia Nguyen,2022-03-10 03:11:32,38,132
Ibrahim Takahashi,2021-07-15 16:28:34,48,137
Nina Patel,2021-03-19 22:57:14,7,105
Nina Ramirez,2024-04-12 20:19:17,61,104
Amina Yu,2024-02-14 11:04:11,58,134
Carlos Zhang,2022-01-29 22:02:38,16,105
David Wong,2020-08-24 18:18:48,20,137
Usha Garcia,2022-08-30 07:41:53,54,136
Carlos Mendez,2020-06-14 08:43:43,70,122
Ibrahim Khan,2024-05-01 11:31:17,15,113
Raj Wong,2023-02-01 02:42:55,42,117
Elena Takahashi,2021-05-30 14:10:11,59,140
Esteban Xian,2020-05-10 02:31:24,64,149
Hiroshi Davis,2022-01-18 17:00:05,66,154
Aisha Lam,2020-03-29 11:46:02,12,104
Usha Garcia,2020-07-05 11:21:07,38,123
Ibrahim Ali,2024-05-12 15:56:11,30,129
Sofia Jones,2023-04-14 03:39:37,12,154
Tariq Ishikawa,2021-01-28 09:48:51,69,106
Zain Khan,2020-05-12 04:13:03,52,142
David Mendez,2022-01-29 15:26:12,43,117
Usha Davis,2022-03-17 12:21:20,7,116
Esteban Ahmed,2024-04-10 18:03:17,8,162
Linh Garcia,2020-12-14 18:06:42,26,155
Nina Davis,2021-08-13 14:35:29,12,146
Amina Davis,2023-01-04 11:23:04,31,124
Yasmin Ramirez,2022-06-06 19:28:45,45,147
Fatima Vasquez,2022-11-23 15:29:17,13,101
Raj Wong,2023-06-30 18:59:33,53,162
Jin Qureshi,2021-06-01 09:42:58,18,111
Darius Fujimoto,2024-06-04 13:07:14,1,125
Jin Jones,2020-02-11 15:26:28,49,128
Aisha Yu,2024-02-18 01:40:39,31,156
Omar Nguyen,2022-06-29 23:39:48,38,113
Omar Ahmed,2022-05-01 21:55:17,5,148
Darius Escobar,2023-03-28 09:03:01,9,104
Priya Garcia,2021-04-12 01:18:27,7,105
Nina Nguyen,2020-11-13 20:56:54,35,107
Raj Takahashi,2024-06-18 09:13:19,4,130
Usha Qureshi,2022-09-29 19:52:52,67,116
Ibrahim Ishikawa,2023-10-05 06:38:21,20,161
Amina Ali,2020-06-29 11:52:14,67,109
Omar Ali,2020-08-07 02:02:36,53,154
Amina Nguyen,2020-09-24 09:22:01,39,156
Usha Ramirez,2022-12-15 03:49:35,17,102
Clara Nguyen,2024-01-31 18:39:22,48,132
Omar Lam,2020-07-22 20:00:37,61,120
Amina Qureshi,2023-01-21 05:33:05,70,129
Amina Zhang,2022-05-14 20:18:41,63,102
Fatima Ramirez,2024-05-10 21:36:21,7,143
Amina Escobar,2023-03-04 14:47:25,8,109
Priya Ahmed,2024-08-19 02:30:54,35,123
Linh Chung,2020-10-19 21:18:43,59,110
Fatima Wong,2024-10-13 07:56:17,21,119
Maria Chung,2023-03-12 21:16:41,33,108
Xia Qureshi,2022-07-20 05:23:51,25,110
Jin Xian,2021-08-07 08:23:33,61,135
Hiroshi Fujimoto,2024-06-14 23:27:14,62,155
Aisha Lam,2022-02-11 06:00:50,43,143
Elena Hassan,2021-06-27 19:01:42,57,149
Carlos Yu,2023-04-26 21:47:08,34,122
Carlos Garcia,2022-03-03 14:15:45,60,102
Priya Mendez,2024-01-25 15:30:11,24,134
Fatima Wong,2020-05-28 09:16:20,65,105
Omar Zhang,2023-10-17 14:07:25,23,150
Xia Fujimoto,2023-07-07 16:25:38,9,161
Jin Takahashi,2022-10-10 14:10:53,50,146
Karim Jones,2023-08-17 19:06:03,34,106
Esteban Ramirez,2024-06-10 13:43:52,62,124
Linh Ishikawa,2020-07-17 14:48:44,42,120
Priya Escobar,2024-07-23 05:46:53,29,162
Zain Qureshi,2023-03-10 07:06:19,8,161
David Vasquez,2022-07-13 14:45:50,44,140
Binh Xian,2022-08-06 10:26:20,40,122
Zain Ishikawa,2022-05-09 18:11:05,34,136
Zain Bautista,2021-10-03 07:18:14,11,124
Hiroshi Xian,2020-09-06 21:14:17,43,150
Priya Escobar,2022-09-15 01:56:13,53,143
Xia Yu,2022-11-25 17:16:13,29,127
Xia Ali,2020-01-27 00:16:38,67,115
Linh Chung,2023-04-28 18:39:35,3,162
Usha Escobar,2021-06-07 14:44:39,23,140
Xia Mendez,2021-07-14 10:48:19,13,147
Yasmin Ramirez,2020-01-22 09:17:55,15,117
Linh Davis,2021-11-25 06:04:14,13,104
Usha Yu,2023-03-12 22:53:22,11,111
Zain Ahmed,2024-01-29 12:30:55,45,105
Tariq Patel,2021-01-25 22:53:29,42,125
Chen Bautista,2020-07-21 03:02:14,39,127
Jin Fujimoto,2021-12-22 05:50:02,22,146
Priya Hassan,2020-05-08 11:38:26,15,134
Usha Lam,2023-11-16 11:36:18,47,133
Karim Jones,2021-10-25 09:24:59,69,131
David Ramirez,2024-01-25 18:15:03,49,113
Esteban Escobar,2020-06-19 00:09:26,38,156
Carlos Jones,2020-02-21 02:23:06,33,119
Usha Lam,2023-03-21 20:36:54,7,110
Esteban Patel,2024-05-22 13:23:00,51,149
Raj Escobar,2024-03-14 18:06:26,3,110
David Xian,2023-05-30 21:30:09,16,143
Clara Singh,2023-12-03 13:06:56,50,134
Elena Khan,2022-03-19 23:12:29,55,117
Vinh Takahashi,2020-09-09 02:11:13,58,117
Darius Davis,2020-11-24 03:17:25,17,112
Omar Nguyen,2023-01-11 04:29:00,5,154
Aisha Khan,2023-11-03 21:06:06,45,158
Ibrahim Lam,2021-02-08 13:34:10,4,103
Chen Jones,2021-05-24 15:53:31,56,161
Omar Ishikawa,2020-12-15 07:07:16,9,108
Ibrahim Ali,2022-11-07 05:54:56,29,126
Raj Bautista,2024-04-27 14:52:46,53,149
Tariq Hassan,2021-05-06 09:50:22,64,139
Aisha Jones,2020-11-26 21:49:33,61,151
Sofia Davis,2024-06-04 06:48:59,66,135
Aisha Lam,2023-09-03 21:07:39,9,125
Yasmin Ali,2021-10-27 16:32:19,20,128
Fatima Fujimoto,2021-06-15 00:53:26,24,149
Yasmin Garcia,2024-03-12 20:04:05,16,130
Usha Jones,2021-03-08 06:03:10,41,118
Usha Vasquez,2021-08-11 20:50:52,23,158
Esteban Escobar,2021-08-31 02:10:15,45,150
Vinh Davis,2022-07-08 22:58:12,6,109
David Zhang,2024-01-21 03:53:17,18,113
David Vasquez,2020-09-12 13:25:41,19,134
Tariq Nguyen,2020-10-19 01:55:37,13,155
Clara Mendez,2024-08-09 12:52:28,55,109
Usha Mendez,2022-07-13 07:57:47,57,107
Darius Fujimoto,2020-04-21 14:31:54,55,147
Zain Zhang,2023-09-12 14:14:02,31,158
Vinh Xian,2024-03-30 01:40:53,13,140
Sofia Qureshi,2020-09-02 15:13:25,54,125
Ibrahim Jones,2022-04-05 17:10:16,9,132
Xia Ishikawa,2021-03-09 13:25:45,37,124
Elena Fujimoto,2022-09-20 02:34:51,31,108
Amina Takahashi,2023-04-26 15:42:54,48,133
Sofia Vasquez,2020-08-11 18:46:05,25,140
Fatima Singh,2023-10-30 04:53:57,49,109
Linh Mendez,2023-04-11 01:44:28,38,146
Aisha Hassan,2021-07-22 08:33:24,23,100
Jin Fujimoto,2023-09-09 00:23:55,2,142
Xia Vasquez,2021-03-09 23:21:17,44,109
Zain Patel,2020-08-11 11:52:30,47,112
Carlos Vasquez,2022-02-11 10:25:35,63,142
Yasmin Khan,2020-06-11 00:48:00,53,101
Xia Bautista,2023-03-06 21:51:10,27,106
Sofia Ishikawa,2024-09-22 23:30:51,63,142
Carlos Ishikawa,2020-07-22 08:52:34,7,116
David Bautista,2022-04-15 12:10:58,50,137
Jin Ishikawa,2020-01-13 19:59:59,38,126
Amina Escobar,2020-05-26 04:17:06,59,110
Binh Singh,2021-05-19 01:51:03,21,154
Yasmin Xian,2022-05-27 05:18:38,42,149
Zain Ishikawa,2022-12-02 16:29:51,32,129
Clara Chung,2020-07-17 14:00:19,49,102
Sofia Mendez,2020-01-27 02:02:50,71,107
Darius Nguyen,2023-05-13 15:43:58,18,124
Zain Jones,2021-08-20 15:53:42,21,139
Fatima Zhang,2020-04-02 01:15:53,14,155
Aisha Singh,2021-11-28 20:25:09,62,151
Hiroshi Qureshi,2022-09-14 14:30:04,50,162
Yasmin Qureshi,2021-08-12 03:41:22,32,102
Nina Garcia,2021-04-03 01:47:36,13,122
Jin Ali,2022-09-29 04:55:43,34,107
Esteban Bautista,2020-08-18 00:52:10,21,158
Binh Khan,2021-02-04 19:58:17,18,154
Tariq Lam,2024-06-30 19:25:38,26,153
David Wong,2022-08-16 20:42:20,9,145
Carlos Singh,2022-02-26 01:33:04,29,107
Hiroshi Mendez,2021-04-28 16:49:25,28,101
Esteban Khan,2020-04-04 15:55:55,47,116
Omar Takahashi,2021-07-30 06:50:13,58,138
Clara Ishikawa,2023-10-10 16:23:21,7,111
Karim Singh,2024-02-20 23:54:36,23,136
Maria Vasquez,2023-09-28 04:40:47,24,159
Xia Davis,2023-07-01 04:08:04,44,107
Hiroshi Bautista,2021-08-12 13:30:38,14,129
Vinh Xian,2024-09-05 23:54:49,50,126
Binh Ali,2023-05-16 02:20:06,45,127
Hiroshi Ramirez,2022-12-17 12:34:27,39,126
Omar Bautista,2021-05-02 23:24:51,49,138
Clara Zhang,2022-11-29 13:32:47,37,161
Fatima Vasquez,2023-05-19 20:39:46,30,155
Vinh Yu,2023-09-30 23:33:44,16,155
Zain Ahmed,2023-09-29 13:37:21,51,117
Aisha Zhang,2023-09-23 08:42:32,71,140
Sofia Hassan,2022-04-09 15:18:07,42,124
Karim Khan,2022-03-11 18:41:17,66,150
Ibrahim Takahashi,2024-10-09 22:11:59,68,118
Linh Ahmed,2023-06-07 16:55:19,4,129
Karim Ahmed,2023-04-21 20:22:35,2,149
Esteban Zhang,2023-09-01 03:17:58,7,156
Binh Fujimoto,2021-09-09 23:56:05,58,157
Sofia Yu,2024-01-02 20:07:54,34,155
Priya Zhang,2024-08-18 06:28:37,69,141
Sofia Patel,2022-05-21 03:26:56,68,122
Elena Qureshi,2020-04-16 01:29:19,9,151
Priya Bautista,2020-07-27 11:51:16,2,101
Linh Ahmed,2024-05-25 00:21:32,4,101
Binh Fujimoto,2020-07-07 19:16:42,62,105
Usha Hassan,2024-06-15 22:43:29,25,143
Vinh Vasquez,2022-01-12 04:54:52,17,150
Xia Escobar,2023-05-28 05:27:17,71,113
Sofia Yu,2022-01-27 10:39:54,12,149
Amina Wong,2021-05-18 10:05:19,24,104
Tariq Chung,2024-06-06 09:26:13,59,158
Fatima Zhang,2020-04-18 04:06:03,71,136
Clara Davis,2021-11-05 01:46:21,71,104
Karim Jones,2020-08-26 18:51:26,35,119
Priya Wong,2020-07-27 16:14:08,65,157
Linh Xian,2024-04-18 17:47:05,25,143
Amina Ahmed,2024-05-22 17:16:47,6,134
Nina Ali,2022-12-06 13:04:39,68,148
Vinh Ali,2023-08-29 22:04:05,12,111
Linh Garcia,2023-06-02 10:01:44,50,149
David Wong,2022-12-08 08:53:03,33,139
Jin Zhang,2024-08-04 07:26:25,22,107
Elena Xian,2023-07-31 10:11:41,5,157
David Nguyen,2023-09-01 22:12:42,4,150
Zain Lam,2022-10-14 22:06:22,56,115
Jin Khan,2021-04-21 05:32:03,8,158
Chen Xian,2021-11-07 00:02:49,11,101
Carlos Ramirez,2023-09-17 00:04:36,43,104
Jin Yu,2024-05-23 00:46:51,28,160
Omar Yu,2023-06-20 14:27:03,16,124
Fatima Chung,2022-08-11 09:59:04,39,103
Karim Yu,2022-03-31 09:00:06,25,123
Tariq Ali,2023-05-25 11:21:38,34,103
Vinh Davis,2022-09-23 13:17:07,1,123
Vinh Chung,2024-05-24 14:30:00,6,155
Usha Patel,2024-02-22 16:44:54,42,149
Amina Nguyen,2023-01-11 18:13:06,38,118
Fatima Xian,2022-10-17 01:10:10,55,155
Carlos Zhang,2022-10-23 22:31:12,11,138
Elena Escobar,2020-03-22 12:36:13,48,155
Aisha Yu,2020-03-07 23:33:09,54,155
Darius Takahashi,2021-06-01 22:00:21,61,154
Darius Xian,2021-05-30 19:14:48,66,101
Nina Vasquez,2024-03-27 02:42:06,62,138
Linh Singh,2022-03-24 08:43:43,59,111
Karim Qureshi,2023-12-26 04:52:56,18,162
Raj Hassan,2024-01-03 06:35:31,53,127
Ibrahim Khan,2023-08-03 06:08:05,13,144
Yasmin Yu,2023-09-10 04:55:29,21,127
Raj Nguyen,2021-03-19 10:17:54,28,124
Tariq Ramirez,2021-06-01 09:20:35,44,145
